List	ItemNumb	$Cond	$fullitem	$Detail	$DetailPlace	DetailWC	$DetailClause	QuestPresent	$Question	ButtonPress	CorrectResp
4	40	"F"	"Good hygiene has often been hailed as one of the reasons for the superior \n\nhealth of modern society. However, too much cleanliness is paradoxically \n\nblamed for conditions such as polio and the rise of autoimmune disorders. \n\nIt seems that some exposure to germs is good for the body. Moderation \n\nseems to be the key."	"autoimmune"	"empty"	0	"empty"	0	"empty"	0	0
4	41	"EC.M"	"*Alexander the Great subjugated Egypt under \n\nGreek rule.* A Greek Pharaoh* established a* god of* wisdom* with \n\na Greek appearance and* Egyptian clothes* because* the Egyptians* needed \n\nto be* united with the Greeks in the years following* Alexander's \n\nconquest.* Worship of the god Serapis continued for another* 600 years.*"	"wisdom"	"effect"	16	"3rd"	0	"empty"	0	0
4	42	"EC.M"	"*The Vietnam War left the surrounding countries with fields \n\nfilled with land mines.* Mine clearance* is being* executed by \n\nthe United Nations as a* humanitarian effort* because* the mines* have been* \n\nresponsible in Cambodia for lost* buffalo* and over 60,000* civilian deaths.* \n\nThe use of mines as a military weapon* continues today.*"	"buffalo"	"cause"	37	"3rd"	1	"Was John F. Kennedy the youngest person to serve as President of the United States?"	3	0
4	43	"CE.M"	"*The Battle of the Alamo was followed by a second, lesser known \n\nmassacre of the Texan army.* The retreating Texans* made frequent* \n\nstops for their* oxen* to graze in* open plains,* so* the Mexican army* encircled \n\nthe* Texan troops with a substantial* cavalry force.* The battle took more \n\nTexan lives than that of* the Alamo.*"	"oxen"	"cause"	26	"2nd"	0	"empty"	0	0
4	44	"F"	"Many of today's most widely known fairy tales were written by Hans \n\nChristian Andersen. His tales reflect Christian ideology, but many of his \n\ncharacters were also based on folklore he heard while growing up in \n\nDenmark. He included subtle pagan rites from this lore within an otherwise \n\nChristian framework."	"Denmark."	"empty"	0	"empty"	0	"empty"	0	0
4	45	"EC.B"	"*Murasaki Shikibu, a woman, wrote the first novel \n\nin the 11th century.* The reason* the novel* centers on the* \n\nnumerous love affairs happening in the Imperial palaces* \n\nof Tokyo* is* Murasaki Shikibu* served at court* for a royal woman with a \n\nlove for archaic* grammar* in poetry.* The Tale of Genji has been \n\ntranslated into* numerous languages.*"	"grammar"	"cause"	45	"3rd"	0	"empty"	0	0
4	46	"F"	"Mexico's government legalized the ownership of slaves in the early 19th \n\ncentury. The hope was that it would persuade affluent Americans to \n\nimmigrate from the West into Mexico. However, only a few years later, the \n\ngovernment changed their mind, turning their state into more of a \n\ndemocracy and banning slavery for good."	"West"	"empty"	0	"empty"	0	"empty"	0	0
4	47	"CE.B"	"*The USS Maine sank on March 28, 1888, in the \n\nCaribbean Sea.* Because* american authorities* believed an* underwater mine set \n\noff the explosion responsible for* capsizing* the* naval ship,* a war* broke \n\nout along* cotton trade routes between the Spanish and* American \n\ngovernments.* The war ended in just four* short months.*"	"capsizing"	"cause"	26	"2nd"	0	"empty"	0	0
4	48	"EC.N"	"*The three goddesses accepted as the Fates were the personification \n\nof destiny.* Greek parents* laid sacrifices* on maple wood altars \n\nat* shrines* to* the Fates.* The Fates* had the power* to determine the \n\nfuture of the* recently born.* The three Fates were ever present in the lives \n\nof the* ancient Greeks.*"	"shrines"	"effect"	22	"3rd"	0	"empty"	0	0
4	49	"EC.B"	"*The northern hairy-nosed wombat lives underground in a network \n\nof burrows.* The reason* the wombats* avoid emerging* above ground into the \n\nharsh* winds* typical of* their habitat* is* the tunnels* stay at a* climate \n\nideal to the comfort of* the animal.* Young are usually born during the wet \n\nseason between November* and April.*"	"winds"	"effect"	23	"3rd"	0	"empty"	0	0
4	50	"F"	"Jersey is a small island nation off the coast of England. As a reward for \n\nharboring him during the English Civil War, King Charles I gifted the \n\npeople of Jersey a swath of land in the new world. They fittingly named \n\nthis land New Jersey. However, the land was ultimately settled by the \n\nDutch."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
4	51	"F"	"Asian gypsy moths are invading the United States and wreaking billions \n\nof dollars of havoc. They feed more voraciously than other moth species \n\nand secrete harmful substances from their glands as they feed. Cargo ships \n\ninbound from Asia, believed to be full of eggs, are being asked to spray \n\ntheir ships with biopesticides."	"glands"	"empty"	0	"empty"	0	"empty"	0	0
4	52	"F"	"Early on, human embryos develop gill slits in the neck. These slits will \n\neventually close, leaving just one open for development of the ear. Later, \n\nthe embryo will develop a tail which recedes to form the tissue of the \n\ncoccyx. It's unclear to biologists why the human embryo develops and then \n\ndiscards such features."	"tail"	"empty"	0	"empty"	0	"empty"	0	0
4	53	"F"	"The unicorn has captured the fancy of many cultures. Archeologists have \n\nfound depictions of single-horned animals on seals from vessels in Persia. \n\nDespite early speculation that they may depict unicorns, it is believed \n\nthat the single horn is a result of showing the image in profile."	"empty"	"empty"	0	"empty"	1	"Have you read about Fairy Tales?"	1	1
4	54	"EC.M"	"*The sinking of the Estonia cruise ship in 1994 shocked \n\nthe world.* The passengers* on board could* not reach the lifeboats \n\non the* starboard* side of* the ship* because* the ship* took on a* steep list at \n\nnight from water flooding* the bow.* Nearly one thousand people drowned \n\nduring the sinking of* the Estonia.*"	"starboard"	"effect"	23	"3rd"	0	"empty"	0	0
4	55	"F"	"The Great Famine was a period of starvation that happened in Ireland \n\nduring the mid 19th century. However, the Irish didn't starve due to any \n\nenvironmental disaster. They had plenty of potatoes, but the British \n\nforced the Irish to export them to compensate for disease among crops \n\nthroughout the rest of Europe."	"potatoes,"	"empty"	0	"empty"	0	"empty"	0	0
4	56	"F"	"Alan Shepherd, the first man to be launched into space by NASA, decided \n\nto drink a bunch of coffee before he took off, but NASA didn't have a way \n\nfor him to relieve himself once he was strapped to the rocket. Shepherd \n\nbecame the first man to pee his pants in space."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
4	57	"CE.B"	"*One of the most dangerous substances for pregnant women to consume \n\nis alcohol.* Because* the human fetus* has a* particularly underdeveloped \n\nset of organs for breaking* down alcohol,* alcohol exposure* can result in* \n\nmajor neurological damage to the* hippocampus* of the* fetal brain.* Pregnant \n\nalcoholics should seek support to ensure they do* not relapse.*"	"hippocampus"	"effect"	39	"3rd"	0	"empty"	0	0
4	58	"EC.M"	"*On the Antiques Road Show, people would bring antiques from their home for \n\nappraisal on live TV.* The show's appraisers* sometimes \n\nlied* about the* rarity* of objects brought in by* \n\ntheir friends* because* the items featured* often sold* within hours for \n\nprices inflated beyond their* market value.* Netflix has expressed interest \n\nin rebooting* the show.*"	"rarity"	"effect"	25	"3rd"	1	"Have you read about Neil Armstrong?"	3	0
4	59	"F"	"The Grave Creek Mound in West Virginia is a remnant of an ancient \n\ncivilization. Weapons made out of obsidian were found at the site, but \n\nobsidian only occurs in volcano-rich regions. A vast trade network must \n\nhave existed in ancient North America for such rock to appear so far from \n\na volcano."	"volcano"	"empty"	0	"empty"	0	"empty"	0	0
4	60	"F"	"Social security funding is a growing concern in the United States. Rumors \n\nof funding being depleted over the next several decades have been \n\nspreading in the news. However, politicians claim that they will continue \n\nto ensure funding for social security. The truth about its longevity is \n\ndifficult to ascertain."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
4	61	"EC.N"	"*The lipstick plant is prized for its lipstick tube-like \n\nflower buds.* Plant enthusiasts* place lipstick* \n\nplants in gardens in the hopes of creating* interesting \n\naesthetics.* The plant* grows on the* surface of other organisms \n\nwithout needing* nutrients* from them.* The flowers can be found \n\nin the wild all* across Asia.*"	"nutrients"	"cause"	37	"3rd"	0	"empty"	0	0
4	62	"CE.M"	"*Sigmund Freud was almost another Jewish person lost to the Nazis \n\nduring WWII.* His daughter* was aggressively* interrogated \n\nfor three days early during* the war,* so* Freud's friends* were able to* \n\nconvince him to flee Austria in* October* for England.* Had he stayed, he \n\nlikely would have been arrested* and killed.*"	"October"	"effect"	38	"3rd"	0	"empty"	0	0
4	63	"CE.B"	"*Soil erosion is a growing concern among agricultural \n\nscientists.* Because* heavy demands* continue to be* placed on \n\nfarmland by* soybean* production in* the Midwest,* soil erosion* will \n\nreplace* petroleum scarcity as the nation's most critical natural* resource \n\nproblem.* The problem will continue to grow with the expansion of* the \n\npopulation.*"	"soybean"	"cause"	20	"2nd"	0	"empty"	0	0
4	64	"EC.N"	"*Dadaism is an art movement that developed in response to the \n\nsenselessness of WWI.* The Dada poets* used language* \n\nabsurdly with nonsense vocabulary meant to break with* \n\ntraditional form.* The Dadaists* saw* intellectual \n\nconformity as the* Imperialist* mission at the heart \n\nof* the war.* Many of the Dada artists evolved* into Surrealists.*"	"Imperialist"	"cause"	37	"3rd"	0	"empty"	0	0
4	65	"CE.N"	"*Korean babies are considered to be one year \n\nold upon birth.* The second birthday* is celebrated* \n\nduring the* waxing* of the first moon each* \n\nlunar year.* Korean children* can differ in* age by as much as two \n\nyears from their* American counterparts.* All Koreans born in \n\nthe same year are effectively the* same age.*"	"waxing"	"cause"	19	"2nd"	0	"empty"	0	0
4	66	"F"	"Prohibition demonstrated that laws have little power over the people. \n\nDuring Prohibition, otherwise law-abiding citizens overwhelmed police with \n\ntheir willingness to disregard the law. Police also felt little motivation \n\nto arrest citizens for indulging in an activity of which they themselves \n\npartook. In the end, people, not Congress, decide what laws to keep."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
4	67	"F"	"C++ is a dangerous but powerful computing language. It allows for \n\nlow-level manipulation of memory that can cause deep-seated and difficult \n\nto fix bugs in final programs. But that very same ability to manipulate \n\nmemory allows programmers to create well-optimized and concise programs \n\nthat virtually run the world."	"empty"	"empty"	0	"empty"	1	"Were the people of the Grave Creek Mound a mining people?"	3	0
4	68	"EC.B"	"*Animal behaviorists were interested in studying bottlenose dolphins in \n\nthe wild.* The reason* the dolphins* noticed and* approached diving \n\nteams of scientists* with curiosity* is* the scientists* spent \n\nmonths in* the* Indian* Ocean tracking* the dolphins.* They now \n\noperate interactive dolphin tours out of the harbor for* enthusiastic \n\ntourists.*"	"Indian"	"cause"	32	"3rd"	0	"empty"	0	0
4	69	"F"	"Louis-Auguste was the last real monarch of France. While hated for the \n\nway his deregulation of the grain market affected commerce, he wasn't all \n\nbad. He tried to abolish serfdom, increase tolerance toward non-Catholics, \n\nand rescind laws requiring baptism. He also supported the United States \n\nduring the Revolutionary War."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
4	70	"F"	"The Midwest has a surprising amount of environmental diversity. For \n\nexample, Lake Michigan is big enough that you won't know you're not \n\nsurfing in the Atlantic as you ride the waves. And the dunes off of Lake \n\nMichigan might even make you think you're visiting the desert. It's a \n\npopular vacation spot for locals."	"dunes"	"empty"	0	"empty"	0	"empty"	0	0
4	71	"F"	"The Theremin is an early electronic musical instrument controlled without \n\nthe need for physical contact. The contactless mechanism made control of \n\nthe pitch difficult for even experienced players, but its novel sound made \n\nit worth the extra effort. Despite some waning in popularity, the Theremin \n\nstill has a niche following today."	"waning"	"empty"	0	"empty"	0	"empty"	0	0
4	72	"F"	"The Song dynasty controlled much of what is now modern day China during \n\nthe 11th century. This was a period of innovation in China. Gunpowder, \n\ncompasses and bank notes were all invented by the Chinese of this era. \n\nThe use of paper money makes this government the first capitalist regime \n\nin history."	"Capitalist"	"empty"	0	"empty"	0	"empty"	0	0
4	73	"F"	"Art is loosely defined as the creation or destruction of something. Some \n\nartists believe that everything an artist does is art. This can include \n\nmundane tasks such as cleaning or mailing a letter. While widely \n\nacknowledged within the art world, this is not a take on art that the \n\ngeneral public usually accepts."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
4	74	"F"	"Stress is a culprit behind many bodily ailments. Long-term stress can lead \n\nto a breakdown among the neural networks of the hypothalamus. \n\nAdditionally, chronic stress has been linked to ulcers among those with \n\npoor stress-release outlets. Exercise can be particularly important among \n\nthose with high-stress jobs."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
4	75	"EC.B"	"*Gilbert's syndrome prevents the body from properly processing \n\nbilirubin.* The reason* the symptoms* are more* pronounced among \n\npopulations of adult women with the* immunodeficiency* disease \n\ndiagnosis* is* episodes of jaundice* may be* triggered by menstruation \n\nin those with the* liver disorder.* Most of the side effects of the disorder are \n\nmanageable with minimal* medical intervention.*"	"immunodeficiency"	"effect"	24	"3rd"	0	"empty"	0	0
4	76	"F"	"Perhaps unsurprisingly, Europeans were one of the last to adopt guns as \n\nweapons for warfare. After the invention of gunpowder by the Chinese, it \n\ntravelled East through Arabia, where, in the 16th century, its usage \n\nradically changed warfare. The major players in the Middle East became \n\nknown as the Gunpowder Empires."	"16th"	"empty"	0	"empty"	0	"empty"	0	0
4	77	"CE.M"	"*Johnny Appleseed was really a missionary and gardener named John \n\nChapman.* John Chapman* distilled his* napples in* hickory* wood vats \n\nfor the production of* alcoholic cider,* so* Johnny Appleseed* was a welcome* \n\npresence in many cabins throughout the* American frontier.* It's no \n\nsurprise that the history of his apples became memorialized* in song.*"	"hickory"	"cause"	18	"2nd"	1	"Did the Song Dynasty invent the compass?"	1	1
4	78	"F"	"The emergence of prison unions is a relatively recent phenomenon, and with \n\nunions come strikes. There are split opinions among the general public \n\nabout allowing prisoners to form unions, but prison strikes channel \n\nsuppressed rage into constructive discourse between the inmates and the \n\nwardens. This reduces the risk of harm for all involved."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
4	79	"F"	"The bubonic plague has killed over 50 million people across Asia and \n\nEurope. The Mongolian steppes are still inhabited by a rodent host that \n\ncarries the plague virus, but people who acquire the bubonic plague today \n\noften recover from the illness. The last deadly outbreak was in China in \n\nthe mid-19th century."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
4	80	"EC.N"	"*The red-shanked douc is an endangered \n\nspecies of monkey.* The primates' habitat* has been* \n\nshrinking down in* Indonesia* to dangerously* \n\nlow levels.* Increased tourism* has created a* need to develop \n\npreviously* forested areas.* British conservationists are \n\nattempting to tag and track the remaining populations living in* the region.*"	"Indonesia"	"effect"	18	"3rd"	0	"empty"	0	0
4	81	"EC.N"	"*Las Vegas is a city known for the neon signs illuminating its \n\nmany hotels.* Many hotels* have removed* their well-known neon \n\nsigns to make a classier* visual statement.* The Excalibur hotel* found \n\nsuccess* in the* 1990s* by emphasizing fantasy* over flash.* The process is \n\nchanging the landscape of* the city.*"	"1990s"	"cause"	36	"3rd"	0	"empty"	0	0
4	82	"CE.M"	"*The Panama Canal provides quick access from the \n\nUS East Coast to Asia.* The canal* charges heavy* tolls \n\nbased on the ship's* length* for transport \n\nthrough* its lifts,* so* cargo ships* are increasingly* \n\nusing the Suez Canal in Egypt to* reach Asia.* The canal recently \n\ncompleted an expansion to allow larger ships through* the passage.*"	"length"	"cause"	23	"2nd"	0	"empty"	0	0
4	83	"EC.N"	"*Al-Khazneh is an elaborate temple with ornate murals carved from a cliff face \n\nin the ancient city of Petra.* The ruin* has receded* during the \n\nlast* ten* years by* over 40mm.* The stone* is not roped* off from the \n\nprobing hands of* curious tourists.* The site has been designated a World* \n\nHeritage Site.*"	"ten"	"effect"	27	"3rd"	0	"empty"	0	0
4	84	"F"	"Most of Earth has been thoroughly explored and cartographers have precise \n\nmaps of seemingly every rock and hill. However, sometimes the maps are \n\njust plain wrong. For example, scientists were recently visiting Sandy \n\nIsland in the Coral Sea only to discover that the island does not exist \n\nand never did."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
4	85	"F"	"If you look at a microwave closely, you'll see small holes in a metal \n\nsheet beyond the glass. These holes allow people to visualize the \n\ncontents. They must be small enough that they block the micro waves that \n\nare heating the food from escaping. Glass does nothing to protect people \n\nfrom damaging waves."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
4	86	"CE.B"	"*Valhalla is where the Norse god Odin honors warriors who have died \n\nin battle.* Because* the revered Odin* will need* warriors to battle \n\nagainst the* wolf* Fenrir* during Ragnarok,* the god* spoils the* heroes \n\nwith as much food and drink as* they want.* It is a battle in which \n\nall are doomed* to die.*"	"wolf"	"cause"	26	"2nd"	0	"empty"	0	0
4	87	"CE.B"	"*The Monkey King is a Chinese trickster known for playing pranks on \n\nthe gods.* Because* the Jade Emperor* wanted to* reduce the free time \n\nthe monkey had for* causing mayhem,* the Monkey King* was assigned to* \n\nprotect the horses among the imperial* prairies* of Heaven.* The Monkey King \n\nviewed it as menial labor* and revolted.*"	"prairies"	"effect"	43	"3rd"	0	"empty"	0	0
4	88	"CE.B"	"*Timbuktu is a city located in the country of Mali in \n\nNorth Africa.* Because* the ancient city* was built* \n\ndirectly to the* south* of the* Niger River,* early traders* used the city* \n\nas a hub for the exchange of* exotic goods.* Rumors about the city spread \n\nalong the river and enshrouded it* in mysticism.*"	"south"	"cause"	23	"2nd"	0	"empty"	0	0
4	89	"F"	"Archaeology in Israel is complicated by its numerous layers of history. \n\nArchaeologists want to uncover the bottom layers to investigate the \n\nearliest evidence of civilization, but in doing so they would have to \n\ndestroy all the layers between the top and the bottom, and millennia of \n\nhistory would be lost forever."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
4	90	"F"	"Only one species of penguin lives above the equator, and no, its home is \n\nnot in Greenland or other cold countries. This penguin makes its home \n\namong the Galapagos Islands. It has not evolved into a warm-weather bird, \n\neither. Rather, a special current brings cold waters to the warm islands."	"Greenland"	"empty"	0	"empty"	0	"empty"	0	0
4	91	"F"	"Atmospheric pressure is one thousand times greater at the deepest levels \n\nof the ocean. With modern technology, scientists for the first time can \n\njourney lower than ever before to understand deep sea life. They have \n\nfound many new species, but they have not figured out how to keep them \n\nalive at the surface."	"lower"	"empty"	0	"empty"	0	"empty"	0	0
4	92	"F"	"Names of wine reflect more than the taste or grape used to make them. Wine \n\nnames reflect their region of origin. For example, champagne legally \n\nrefers only to wine made in Champagne, France, though imitation sparking \n\nwines are made world wide. Another such wine is port, which refers only \n\nto wine made in Portugal."	"port,"	"empty"	0	"empty"	0	"empty"	0	0
4	93	"EC.M"	"*Big Foot-like creatures are said to have lived alongside American Indians \n\nnear Omaha, Nebraska.* The creatures* were blamed for* stealing \n\nfish from* lakes* in* the area* because* fishing production* diminished in* the \n\nsummer months among* the villages.* Reverend Elkanah recorded these stories \n\nwhile he lived among* the people.*"	"lakes"	"effect"	23	"3rd"	0	"empty"	0	0
4	94	"F"	"Technology from WWII opened new doors for the exploration of Earth. A \n\nGerman missile was repurposed to launch high above Nevada with a camera \n\nin tow. The camera parachuted back to Earth in a metal container unharmed \n\nand the first images from space were available for study."	"empty"	"empty"	0	"empty"	1	"Have your read anything about archaeologists yet?"	1	1
4	95	"EC.B"	"*Marine biologists are studying the migration paths of the \n\ngiant squid.* The reason* the scientists* are tracking the* squid's main predator, \n\nthe sperm whale, near* Canada's* east coast* is* the giant squid* is a reclusive* \n\ndeep-sea dwelling animal inhabiting mostly* Arctic waters.* The squid can be \n\nshot with a tracker to determine the range of* their territory.*"	"Canada's"	"effect"	26	"3rd"	0	"empty"	0	0
4	96	"CE.N"	"*Blackbeard was a pirate with several ships who styled himself \n\ncommodore.* The British crown* had difficulty* stopping pirating in the \n\nvast* Atlantic Ocean.* An order* was issued for* governors* to pardon pirates \n\nfor only their* past crimes.* Blackbeard took the pardon and settled \n\ndown to a* quiet life.*"	"governors"	"effect"	29	"3rd"	0	"empty"	0	0
4	97	"CE.B"	"*Norway is officially ranked as the most developed democracy in \n\nthe world.* Because* the country* declared* sovereign rights in the* 1970s* over \n\noil drilling off* their coast,* the government* can afford to* provide its \n\npeople with universal* health car.* The country is one of three in \n\nthe world with a* surplus economy.*"	"1970s"	"cause"	21	"2nd"	0	"empty"	0	0
4	98	"F"	"President Eisenhower was president during the first missions to space. \n\nUnder the guidelines laid out by him, Neil Armstrong could not be an \n\nastronaut. Eisenhower saw the space missions as military endeavors and \n\nArmstrong's tour of duty was over. Later, under Kennedy, NASA relaxed the \n\nguidelines."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
4	99	"EC.M"	"*Waterflooding is the process of injecting water into an oil well to stimulate \n\nproduction.* The water* is added to* force the oil towards* \n\nthe surface* because* oil reservoirs* only pump a* small percentage through \n\ntheir* chambers* on* their own.* Waterflooding is one of many ways to extract \n\noil from* the Earth.*"	"chambers"	"cause"	36	"3rd"	0	"empty"	0	0
4	100	"F"	"In Mexico, presidential candidates may request a police escort for their \n\nsafety throughout the campaign. However, when one recent candidate \n\ndeclined the option, the government covertly followed him anyway. In some \n\npeople's minds, this confirmed suspicions that the escort service was just \n\na covert way to spy on opponents."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
4	101	"CE.N"	"*Fibrolamellar hepatocellular carcinoma is a rare form \n\nof cancer.* The tumor* remains* asymptomatic at sizes large \n\nenough to feel from outside* the body.* The cancer* is often* \n\nadvanced in the* kidney* by the time a doctor is able to make* a \n\ndiagnosis.* Diagnosis is normally made by imaging* and biopsy.*"	"kidney"	"effect"	31	"3rd"	0	"empty"	0	0
4	102	"F"	"A few people today grow much of their food at home, but they are in a vast \n\nminority. That might change in the future with the introduction of smart \n\ngrow systems which use technology, such as precision grow lamps, to make \n\ngrowing food easier. Locally grown may mean home grown soon."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
4	103	"EC.B"	"*The kakapo is a species of ground-dwelling parrot native to \n\nNew Zealand.* The reason* the kakapo numbers* have now* dwindled down to \n\ncritically* low levels* is* domestic cats* were introduced* to the \n\nisland in the* 17th* century* by Europeans.* The birds are asocial and hostile \n\ntowards other members of their own species even during* mating season.*"	"17th"	"cause"	36	"3rd"	0	"empty"	0	0
4	104	"CE.M"	"*One of Joan Didion's earliest writing assignments in the 1960s \n\nconcerned drug use among young people.* Fact-based reporting* could \n\nnot relay* the dynamic nature of* ecstasy* culture as told \n\nby* its users,* so* Joan Didion* used a novel,* narrative-based style to \n\nhelp the public understand* the epidemic.* It was the piece that made* \n\nDidion famous.*"	"ecstasy"	"cause"	26	"2nd"	0	"empty"	0	0
4	105	"F"	"The Tower of Babel has great importance to Mormons. The story says that \n\nas punishment for trying to build a structure to reach the heavens, \n\nlanguage was taken from the people. But Jared, who was a holy man, was \n\nspared and told to take his family to New World."	"sheep"	"note: this is from a story with two details"	0	"empty"	1	"Did Mexico have a recent political scandal involving voter fraud?"	3	0
4	106	"F"	"The Code of Hammurabi is perhaps the first record of law ever to be put \n\nto print. More than just laying down laws regarding taxes and justice, \n\nthe code identifies specific gods to worship, such as Ninazu as the patron \n\nof healing. Ninazu is often depicted with a serpent and staff symbol."	"serpent"	"empty"	0	"empty"	0	"empty"	0	0
4	107	"CE.N"	"*The Inca empire was a massive empire spanning from Ecuador to \n\nChile that formed in 1438.* The smallpox virus* killed millions* of the \n\nIncans ahead of the Spanish arrival* in Peru.* The Inca* were easily* \n\ndefeated in the* mountains* without the need for* \n\nmuch combat.* The great empire lasted only* 100 years.*"	"mountains"	"effect"	39	"3rd"	0	"empty"	0	0
4	108	"F"	"In 1869, the 15th amendment to the constitution, giving African American \n\nmales the right to vote, came before the states for ratification. In some \n\nstates, even ones who fought with the Union during the civil war, many \n\nDemocrats resigned their office rather than even consider the amendment \n\nfor ratification."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
4	109	"F"	"The Marshall Plan was designed to lift Europe out of the economic carnage \n\nof WWII. However, the Soviet Union, suspicious of an alternative agenda, \n\nforbid Soviet-controlled states from accepting the offer to rebuild their \n\ncountries. The tension created from this ultimately led to the building \n\nof the Berlin Wall."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
4	110	"EC.M"	"*Treehoppers are forest dwelling insects that live on every continent except \n\nAntarctica.* Large geckos* let treehoppers* rest \n\non their* chests* between periods* of feeding* because* the insects* have the* \n\nability to turn sap from plants* into honeydew.* There has not been much \n\nsystematic investigation into* the species.*"	"chests"	"effect"	21	"3rd"	0	"empty"	0	0
4	111	"EC.M"	"*Aesop's fables are handed down from ancient \n\nGreek sources.* Most scholars* describe Aesop* as being from \n\na desert region near* Chad* in* North Africa* because* the fables* use animals* \n\nfrom arid climates mostly unknown to the Greeks* of \n\nantiquity.* His fables exist in multiple translations around* the world.*"	"Chad"	"effect"	21	"3rd"	0	"empty"	0	0
4	112	"CE.N"	"*Mountaintop mining involves the removal of land on top of \n\ncoal seams.* The removed rock* is dumped into* valleys to be swept \n\naway by now* iron* infused groundwater.* Regional biodiversity* has plummeted \n\nin* areas miles away from the center of* mining activity.* Mountaintop \n\nmining is particularly prominent in the* Appalachian Mountains.*"	"iron"	"cause"	26	"2nd"	0	"empty"	0	0
4	113	"F"	"Brown bananas are often tossed in the bin or passed over at the market. \n\nHowever, recently researchers have discovered that spotted bananas contain \n\na compound called Tumor Necrosis Factor that can destroy cancerous tumors. \n\nIt is possible that a brown banana a day could keep the cancer away."	"spotted"	"empty"	0	"empty"	0	"empty"	0	0
4	114	"CE.M"	"*George Fox founded the Quaker religion \n\nin England.* The Quakers* openly mocked* the Church of \n\nEngland for* communion* rituals emphasized by* \n\nthe priests,* so* many Quaker converts* were kept in* prison for decades \n\nacross the* British Empire.* George Fox lived to see the British government \n\nrelease his friends from* prison unharmed.*"	"communion"	"cause"	18	"2nd"	0	"empty"	0	0
4	115	"F"	"An opera and a musical are both defined as a story that is set to music. \n\nHowever, musicals incorporate dancing and acting that involves speech-like \n\nsinging and the use of a microphone. Opera, on the other hand, involves \n\na fuller sound that is always supported instead of belted."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
4	116	"EC.N"	"*Angelsharks are bottom-dwellers with flat bodies \n\nsimilar to rays.* Sea aquariums* keep petting* tanks stocked \n\nwith the* tan* shark for children* to touch.* The angelshark* has a docile* \n\ndemeanor and low reactivity in comparison to other* shark species.* \n\nIn the wild, angelsharks are most commonly found in* \n\nwarm waters.*"	"tan"	"effect"	14	"3rd"	0	"empty"	0	0
4	117	"CE.N"	"*The main environmental impact from Greek yogurt production is the creation of \n\nacid whey as a by-product.* The environment* cannot absorb* large doses \n\nof the whey without poisoning* the ecosystem.* Yogurt companies* are looking \n\nto* chemists* for ways to* reuse it.* Greek yogurt produces up to four \n\ntimes more whey than* conventional yogurt.*"	"chemists"	"effect"	36	"3rd"	0	"empty"	0	0
4	118	"F"	"Parental depression often impacts the eldest children disproportionately. \n\nFor example, at eight, Alison Bechdel, the famous writer, reports feeling \n\nresponsible for providing care for her younger siblings and her depressed \n\nmother. Not surprisingly, this sort of role often falls on eldest \n\ndaughters more so than on eldest sons."	"eight,"	"empty"	0	"empty"	0	"empty"	0	0
4	119	"CE.M"	"*There is speculation that astronaut Jerry Ross holds the record for \n\nmost spacewalks.* Jerry Ross* may have* conducted \n\nseveral covert walks in* medium* Earth orbit to repair* spy \n\nsatellites,* so* two Russian astronauts* are currently* ranked as having \n\ncompleted more official spacewalks* than him.* NASA will not confirm \n\nor deny his* additional walks.*"	"medium"	"cause"	23	"2nd"	0	"empty"	0	0
4	120	"F"	"Black holes are regions of spacetime that have such strong gravitational \n\neffects that nothing can escape from inside. The theory is that when atoms \n\nare compact enough, they can deform spacetime to form a black hole. \n\nSpacetime here refers to the inclusion of time as a fourth dimension of \n\nspace."	"empty"	"empty"	0	"empty"	1	"Might brown bananas help destroy cancer cells?"	1	1
5	1	"EC.M"	"*Andy Warhol had rheumatic fever \n\nas a child.* Warhol's heart* was restricted* in its ability to pump \n\noxygen through his* lungs* later* in life* because* the fever* left scars on* \n\nthe valves of his heart at an* early age.* Warhol died as an adult from a \n\ndysregulated heartbeat after a* routine surgery.*"	"lungs"	"effect"	21	"3rd"	0	"empty"	0	0
5	2	"F"	"Most of Star Trek's science is based on the energy-matter conversion \n\nhypothesis. When in deep space, the ship's energy shield protects it from \n\na hull breach. If there is a breach, the same energy can be bounded into \n\nmatter to repair the hull. Although its application is fictional, the \n\nprinciple is rooted in science."	"breach."	"empty"	0	"empty"	0	"empty"	0	0
